"discrete_curve","model","Temp","Time_units","PopBio_unts","Species","Medium","Rep","Citation","r","K","t_lag","N_0","r.t.value","K.t.value","t_lag.t.value","N_0.t.value"
696,"baranyi",30,"Hours","Absorbance (600nm) continuous","Rahnella","10% LB broth",4,"Smith_et_al",5.59492039602742,0,7.01563845422316,0,4.29355554713607e-09,0,2.93826369355844e-09,0
697,"baranyi",30,"Hours","Absorbance (600nm) continuous","Raoultella(1)","10% LB broth",1,"Smith_et_al",2.11256025350725,0,9.3643678507373,0,2.09483186233739e-09,0,3.03300051673156e-09,0
698,"baranyi",30,"Hours","Absorbance (600nm) continuous","Raoultella(1)","10% LB broth",2,"Smith_et_al",6.28831846390544,0,5.84914704151715,0,6.3446308822818e-09,0,1.72257244685788e-09,0
699,"baranyi",30,"Hours","Absorbance (600nm) continuous","Raoultella(1)","10% LB broth",3,"Smith_et_al",10.3861133734865,0,3.55385224527293,0,4.46794538917722e-09,0,3.61429837152484e-10,0
700,"baranyi",30,"Hours","Absorbance (600nm) continuous","Raoultella(1)","10% LB broth",4,"Smith_et_al",2.31337558128929,0,6.81676240144615,0,2.19604187612689e-09,0,3.16495603731142e-09,0
701,"gompertz",30,"Hours","Absorbance (600nm) continuous","Sphingobacterium","10% LB broth",1,"Smith_et_al",0.274326897438951,0,30.9896367270439,0.650277710358763,4.06519480917347e-06,0,6.08422741969583e-05,4.04939183584368e-06
702,"gompertz",30,"Hours","Absorbance (600nm) continuous","Sphingobacterium","10% LB broth",2,"Smith_et_al",0.479114598691001,2.81661125628863,27.2896769627486,0,4.4053854191828e-08,4.01824851200734e-08,1.02930321881565e-06,0
703,"baranyi",30,"Hours","Absorbance (600nm) continuous","Sphingobacterium","10% LB broth",3,"Smith_et_al",3.39276592842833,0,5.17728009698334,0,2.10128024027873e-09,0,3.02156909225036e-09,0
704,"baranyi",30,"Hours","Absorbance (600nm) continuous","Sphingobacterium","10% LB broth",4,"Smith_et_al",2.24518644580709,0,9.81347764266755,0,2.66311320170766e-09,0,1.64671412215622e-09,0
705,"baranyi",30,"Hours","Absorbance (600nm) continuous","Rhizobium(1)","10% LB broth",1,"Smith_et_al",4.60625833874997,0,7.80551615357408,0,2.63209215830815e-09,0,1.70403257132659e-09,0
706,"baranyi",30,"Hours","Absorbance (600nm) continuous","Rhizobium(1)","10% LB broth",2,"Smith_et_al",2.05409662909827,0,9.1590484995902,0,1.11335281655651e-09,0,2.5361677650908e-09,0
707,"baranyi",30,"Hours","Absorbance (600nm) continuous","Rhizobium(1)","10% LB broth",3,"Smith_et_al",2.84472460994097,0,5.92332760313002,0,1.77451039942548e-09,0,1.12620151732604e-09,0
708,"gompertz",30,"Hours","Absorbance (600nm) continuous","Rhizobium(1)","10% LB broth",4,"Smith_et_al",0.0032338497591715,2.32996343981762,3149.79461852814,0,0,0,0,0
709,"baranyi",30,"Hours","Absorbance (600nm) continuous","Arthrobacter","10% LB broth",1,"Smith_et_al",1.95417152021541,0,7.97679686243827,0,2.94146672072029e-09,0,1.33848836109808e-09,0
710,"baranyi",30,"Hours","Absorbance (600nm) continuous","Arthrobacter","10% LB broth",2,"Smith_et_al",2.4931100318113,0,6.54507017222874,0,6.54674375474316e-10,0,4.64626167372977e-10,0
711,"gompertz",30,"Hours","Absorbance (600nm) continuous","Arthrobacter","10% LB broth",3,"Smith_et_al",0.290542243799498,2.52634409177905,25.5081858998133,0,4.36890024951156e-05,3.65183634765875e-05,0.000424965627442158,0
712,"baranyi",30,"Hours","Absorbance (600nm) continuous","Arthrobacter","10% LB broth",4,"Smith_et_al",5.00117518701913,0,7.44584052197206,0,2.4168496431602e-09,0,2.7684494164719e-09,0
713,"baranyi",30,"Hours","Absorbance (600nm) continuous","Citrobacter","10% LB broth",1,"Smith_et_al",2.65379851574878,0,6.7686558629993,0,6.93082494682741e-10,0,4.91910895003165e-10,0
714,"baranyi",30,"Hours","Absorbance (600nm) continuous","Citrobacter","10% LB broth",2,"Smith_et_al",5.1133035693813,0,7.23272960166553,0,3.26365607864175e-09,0,9.69014683926426e-10,0
715,"baranyi",30,"Hours","Absorbance (600nm) continuous","Citrobacter","10% LB broth",3,"Smith_et_al",2.18409713464713,0,9.56720165619381,0,3.11152183125899e-09,0,1.41962188271462e-09,0
716,"baranyi",30,"Hours","Absorbance (600nm) continuous","Citrobacter","10% LB broth",4,"Smith_et_al",2.40204715258328,0,8.95106600276162,0,7.12286041501065e-10,0,5.05913226416869e-10,0
717,"baranyi",30,"Hours","Absorbance (600nm) continuous","Pseudomonas(2)","10% LB broth",1,"Smith_et_al",10.6516964169251,0,3.45988422150071,0,5.00897822945346e-09,0,2.61184154175721e-10,0
718,"gompertz",30,"Hours","Absorbance (600nm) continuous","Pseudomonas(2)","10% LB broth",2,"Smith_et_al",0.0707276907175865,1.25365976457333,73.9972228885664,0,2.30066365120938e-48,2.27712545343183e-48,2.39276423179102e-46,0
719,"gompertz",30,"Hours","Absorbance (600nm) continuous","Pseudomonas(2)","10% LB broth",3,"Smith_et_al",0.00913913697475993,3.63149508351829,967.131781593189,0,2.32997446041513e-24,2.27860739158806e-24,7.7849648296985e-23,0
720,"baranyi",30,"Hours","Absorbance (600nm) continuous","Pseudomonas(2)","10% LB broth",4,"Smith_et_al",3.9393772748649,0,7.04548733270656,0,3.09023222110838e-09,0,1.4038560597417e-09,0
721,"baranyi",30,"Hours","Absorbance (600nm) continuous","Curtobacterium","10% LB broth",1,"Smith_et_al",2.24009904560132,0,10.0141045355246,0,1.11653142119539e-09,0,6.10488263994574e-10,0
722,"baranyi",30,"Hours","Absorbance (600nm) continuous","Curtobacterium","10% LB broth",2,"Smith_et_al",3.36402713474999,0,4.48052747568991,0,1.85036190389563e-09,0,2.65880707593975e-09,0
723,"baranyi",30,"Hours","Absorbance (600nm) continuous","Curtobacterium","10% LB broth",3,"Smith_et_al",5.34275616833113,0,6.95872172136108,0,4.07506555541969e-09,0,2.42915130350547e-09,0
724,"baranyi",30,"Hours","Absorbance (600nm) continuous","Curtobacterium","10% LB broth",4,"Smith_et_al",1.95065735099602,0,9.01049590050392,0,9.36153850423643e-10,0,7.3564407157409e-10,0
725,"baranyi",30,"Hours","Absorbance (600nm) continuous","Microbacterium","10% LB broth",1,"Smith_et_al",4.21951637954824,0,8.74737880113262,0,3.71101078941358e-09,0,1.97080225638411e-09,0
726,"baranyi",30,"Hours","Absorbance (600nm) continuous","Microbacterium","10% LB broth",2,"Smith_et_al",3.24368588107455,0,5.10801731035641,0,2.24406850623407e-09,0,1.38890623198099e-09,0
727,"baranyi",30,"Hours","Absorbance (600nm) continuous","Microbacterium","10% LB broth",3,"Smith_et_al",2.37755241050513,0,9.2264511805482,0,1.11158140511189e-09,0,6.07411188089357e-10,0
728,"baranyi",30,"Hours","Absorbance (600nm) continuous","Microbacterium","10% LB broth",4,"Smith_et_al",4.86654935590572,0,7.55432128880479,0,6.85942221221707e-09,0,2.41675553636722e-09,0
729,"baranyi",30,"Hours","Absorbance (600nm) continuous","IsoMix","10% LB broth",1,"Smith_et_al",2.13455817819091,0,7.299312107866,0,1.03677398695374e-09,0,1.49536937630302e-09,0
730,"baranyi",30,"Hours","Absorbance (600nm) continuous","IsoMix","10% LB broth",2,"Smith_et_al",4.15776932187203,0,8.93483332959857,0,6.69821772444235e-09,0,2.99286727473044e-09,0
731,"baranyi",30,"Hours","Absorbance (600nm) continuous","IsoMix","10% LB broth",3,"Smith_et_al",6.63001469833708,0,5.60864741373223,0,3.07396992780788e-09,0,3.14847529027997e-09,0
732,"baranyi",30,"Hours","Absorbance (600nm) continuous","IsoMix","10% LB broth",4,"Smith_et_al",3.35052271326794,0,8.97674683368879,0,1.38201439367699e-09,0,7.54980992111116e-10,0
733,"baranyi",30,"Hours","Absorbance (600nm) continuous","Rhizobium(2)","10% LB broth",1,"Smith_et_al",3.7841786703295,0,9.72561246512747,0,6.07537838096514e-09,0,2.0342440153762e-09,0
734,"baranyi",30,"Hours","Absorbance (600nm) continuous","Rhizobium(2)","10% LB broth",2,"Smith_et_al",3.395666820358,0,8.76823107427419,0,2.68175306188866e-09,0,1.94012867705521e-09,0
735,"baranyi",30,"Hours","Absorbance (600nm) continuous","Rhizobium(2)","10% LB broth",3,"Smith_et_al",3.08627982935108,0,9.76569663837911,0,1.14107187860059e-09,0,1.65297197814698e-09,0
736,"baranyi",30,"Hours","Absorbance (600nm) continuous","Rhizobium(2)","10% LB broth",4,"Smith_et_al",2.64563451820456,0,7.43482035960109,0,2.65540666484901e-09,0,1.84095845499685e-09,0
737,"baranyi",30,"Hours","Absorbance (600nm) continuous","Roseomonas","10% LB broth",1,"Smith_et_al",6.76434432413489,0,3.10897297871511,0,2.59213390417392e-09,0,1.17313863758412e-09,0
738,"baranyi",30,"Hours","Absorbance (600nm) continuous","Roseomonas","10% LB broth",2,"Smith_et_al",4.9365718940512,0,4.70061093077975,0,1.16886098736393e-09,0,6.3724684461487e-10,0
739,"baranyi",30,"Hours","Absorbance (600nm) continuous","Roseomonas","10% LB broth",3,"Smith_et_al",1.88617765292779,0,8.5667259471596,0,1.15640361648128e-09,0,6.31680182858846e-10,0
740,"baranyi",30,"Hours","Absorbance (600nm) continuous","Roseomonas","10% LB broth",4,"Smith_et_al",1.85036593480459,0,8.82156504033162,0,1.15398898669484e-09,0,6.30469057582151e-10,0
741,"baranyi",30,"Hours","Absorbance (600nm) continuous","Novosphingobium(1)","10% LB broth",1,"Smith_et_al",2.7311254430078,0,9.47427246018248,0,1.76830101610407e-09,0,1.12353938868639e-09,0
742,"baranyi",30,"Hours","Absorbance (600nm) continuous","Novosphingobium(1)","10% LB broth",2,"Smith_et_al",1.99763407029611,0,10.059050456491,0,1.18200046507494e-09,0,6.46340096084812e-10,0
743,"baranyi",30,"Hours","Absorbance (600nm) continuous","Novosphingobium(1)","10% LB broth",3,"Smith_et_al",2.11376496834423,0,6.72362015692004,0,1.43415863548618e-09,0,3.25576857158909e-09,0
744,"baranyi",30,"Hours","Absorbance (600nm) continuous","Novosphingobium(1)","10% LB broth",4,"Smith_et_al",6.16185851405649,0,6.05025380553529,0,4.13433465809824e-09,0,2.30479591461986e-09,0
745,"baranyi",30,"Hours","Absorbance (600nm) continuous","Novosphingobium(2)","10% LB broth",1,"Smith_et_al",4.09509432269022,0,6.13837499484083,0,2.93428899554455e-09,0,2.03840751331978e-09,0
746,"baranyi",30,"Hours","Absorbance (600nm) continuous","Novosphingobium(2)","10% LB broth",2,"Smith_et_al",3.40058686966563,0,4.72923005534035,0,6.40273709068893e-10,0,4.5419920522575e-10,0
747,"baranyi",30,"Hours","Absorbance (600nm) continuous","Novosphingobium(2)","10% LB broth",3,"Smith_et_al",4.85213365636212,0,7.69326589331689,0,3.83408920757651e-09,0,2.85683640225668e-09,0
748,"baranyi",30,"Hours","Absorbance (600nm) continuous","Novosphingobium(2)","10% LB broth",4,"Smith_et_al",4.6057969067191,0,6.84017233271105,0,2.59060205338234e-09,0,1.14131514458193e-09,0
749,"baranyi",30,"Hours","Absorbance (600nm) continuous","Raoultella(2)","10% LB broth",1,"Smith_et_al",4.09728215137827,0,9.00629325144447,0,7.98369670263481e-09,0,1.64617482766953e-09,0
750,"baranyi",30,"Hours","Absorbance (600nm) continuous","Raoultella(2)","10% LB broth",2,"Smith_et_al",2.41108297274643,0,7.01512081297076,0,1.42931871657529e-09,0,3.24562714965587e-09,0
751,"baranyi",30,"Hours","Absorbance (600nm) continuous","Raoultella(2)","10% LB broth",3,"Smith_et_al",2.66194553521932,0,8.21081589881009,0,3.13024636239217e-09,0,1.83256976578885e-09,0
752,"baranyi",30,"Hours","Absorbance (600nm) continuous","Raoultella(2)","10% LB broth",4,"Smith_et_al",2.0522713991645,0,9.66909089772387,0,1.41755786719114e-09,0,7.7489880263894e-10,0
753,"gompertz",30,"Hours","Absorbance (600nm) continuous","Serratia","10% LB broth",1,"Smith_et_al",0.156958768405399,3.09500696945207,71.2232992298693,0,9.96678470829119e-30,9.79386817602991e-30,5.93642824045441e-28,0
754,"baranyi",30,"Hours","Absorbance (600nm) continuous","Serratia","10% LB broth",2,"Smith_et_al",2.39840354906393,0,8.96796979927734,0,9.66264792086157e-10,0,7.59288580781153e-10,0
755,"baranyi",30,"Hours","Absorbance (600nm) continuous","Serratia","10% LB broth",3,"Smith_et_al",2.45868696706775,0,9.55820673655423,0,2.78284334050454e-09,0,1.22096935749046e-09,0
756,"baranyi",30,"Hours","Absorbance (600nm) continuous","Serratia","10% LB broth",4,"Smith_et_al",0.00344255353883347,1.1225867166812,6.49022819652208,0,1.52971645712043e-06,6.53114086460436e-07,7.05595471111368e-08,0
757,"gompertz",30,"Hours","Absorbance (600nm) continuous","Chryseobacterium(1)","10% LB broth",1,"Smith_et_al",0.218105211266997,0,55.1153331608976,0.450844257201821,3.26802928921592e-09,0,3.73750471720272e-09,4.82038015779567e-09
758,"baranyi",30,"Hours","Absorbance (600nm) continuous","Chryseobacterium(1)","10% LB broth",2,"Smith_et_al",2.65261117656839,0,8.33413220505442,0,2.13887723064007e-09,0,9.64592470834227e-10,0
759,"gompertz",30,"Hours","Absorbance (600nm) continuous","Chryseobacterium(1)","10% LB broth",3,"Smith_et_al",0.00571415604781284,1.86016509186085,1039.65088072402,0,7.00274539126221e-53,6.93945346127592e-53,6.14753674281913e-51,0
760,"gompertz",30,"Hours","Absorbance (600nm) continuous","Chryseobacterium(1)","10% LB broth",4,"Smith_et_al",0.000505608827361356,2.69381012969052,16230.6565519208,0,5.6089430286149e-48,5.55194779174013e-48,4.27368993188118e-46,0
761,"baranyi",30,"Hours","Absorbance (600nm) continuous","Chryseobacterium(2)","10% LB broth",1,"Smith_et_al",2.96723442039487,0,7.74363413551115,0,2.53066143854665e-09,0,1.1508413769027e-09,0
762,"baranyi",30,"Hours","Absorbance (600nm) continuous","Chryseobacterium(2)","10% LB broth",2,"Smith_et_al",5.83291700526795,0,6.33023985898792,0,5.61601047944834e-09,0,8.55001250493394e-10,0
763,"baranyi",30,"Hours","Absorbance (600nm) continuous","Chryseobacterium(2)","10% LB broth",3,"Smith_et_al",8.26263022164416,0,4.46721051988172,0,3.89251933856123e-09,0,1.2726716122394e-09,0
764,"baranyi",30,"Hours","Absorbance (600nm) continuous","Chryseobacterium(2)","10% LB broth",4,"Smith_et_al",2.85657247652984,0,5.88677947307566,0,1.37907993569406e-09,0,3.12748424239361e-09,0
765,"baranyi",30,"Hours","Absorbance (600nm) continuous","Paenibacillus(1)","10% LB broth",1,"Smith_et_al",0.0096935839219746,0.562436128765153,4.87359063034268,0,2.39651121870092e-05,2.46766537110952e-05,2.34700717957963e-06,0
766,"gompertz",30,"Hours","Absorbance (600nm) continuous","Paenibacillus(1)","10% LB broth",2,"Smith_et_al",0.10941711253442,14.836643995884,143.783026545075,0,1.84273195170003e-06,1.60408376807205e-06,7.61050129569709e-06,0
767,"baranyi",30,"Hours","Absorbance (600nm) continuous","Paenibacillus(1)","10% LB broth",3,"Smith_et_al",2.6531338156734,0,6.88333463872333,0,6.6720936474241e-10,0,4.73562749560907e-10,0
768,"gompertz",30,"Hours","Absorbance (600nm) continuous","Paenibacillus(1)","10% LB broth",4,"Smith_et_al",0.000581659273036781,2.33459337300765,17421.089421569,0,0,0,0,0
769,"baranyi",30,"Hours","Absorbance (600nm) continuous","Paenibacillus(2)","10% LB broth",1,"Smith_et_al",7.27193587701226,0,5.32515578119576,0,2.66715380318222e-09,0,2.68909487749288e-09,0
770,"baranyi",30,"Hours","Absorbance (600nm) continuous","Paenibacillus(2)","10% LB broth",2,"Smith_et_al",1.96548468669891,0,9.74047401349859,0,6.13047199214756e-10,0,4.35594481375507e-10,0
771,"baranyi",30,"Hours","Absorbance (600nm) continuous","Paenibacillus(2)","10% LB broth",3,"Smith_et_al",2.1718952079927,0,7.4599537100007,0,2.83362349239852e-09,0,1.28835632535711e-09,0
772,"gompertz",30,"Hours","Absorbance (600nm) continuous","Paenibacillus(2)","10% LB broth",4,"Smith_et_al",0.000772064443147193,1.67593036860019,9023.95114026543,0,0,0,0,0
773,"gompertz",30,"Hours","Absorbance (600nm) continuous","Bacillus","10% LB broth",1,"Smith_et_al",0.000326550756274622,1.72757538228058,21194.1016265298,0,4.30687232646003e-138,4.29353082520684e-138,1.12601768979317e-135,0
774,"gompertz",30,"Hours","Absorbance (600nm) continuous","Bacillus","10% LB broth",2,"Smith_et_al",0.0104337822201195,1.20079400902798,416.406820128381,0,1.92106456540223e-74,1.90904363508107e-74,2.56510339332176e-72,0
775,"baranyi",30,"Hours","Absorbance (600nm) continuous","Bacillus","10% LB broth",3,"Smith_et_al",2.12881365362646,0,8.98839820613974,0,3.18903628918174e-09,0,2.30924675246275e-09,0
776,"baranyi",30,"Hours","Absorbance (600nm) continuous","Bacillus","10% LB broth",4,"Smith_et_al",2.25494920031375,0,6.3921606052805,0,2.30410885086842e-09,0,3.31881558645056e-09,0
777,"baranyi",30,"Hours","Absorbance (600nm) continuous","no inoculum","10% LB broth",1,"Smith_et_al",4.12822695568011,0,7.81664717794997,0,5.53711648318235e-10,0,1.25804318983687e-09,0
778,"baranyi",30,"Hours","Absorbance (600nm) continuous","no inoculum","10% LB broth",2,"Smith_et_al",1.98842131364104,0,7.94897148457468,0,2.59196613985327e-09,0,1.96450441099322e-09,0
779,"baranyi",30,"Hours","Absorbance (600nm) continuous","no inoculum","10% LB broth",3,"Smith_et_al",2.38425815285418,0,7.36477863621157,0,1.7970068462118e-09,0,2.591915045667e-09,0
780,"gompertz",30,"Hours","Absorbance (600nm) continuous","no inoculum","10% LB broth",4,"Smith_et_al",0.0509213948407995,1.28654536583257,76.6794630613926,0,3.65352078769189e-21,3.55812616372661e-21,1.33918584781094e-19,0
781,"baranyi",35,"Hours","Absorbance (600nm) continuous","Flavobacterium","10% LB broth",1,"Smith_et_al",3.92714174965931,0,9.66440210435748,0,4.49784806236448e-09,0,2.77255287411573e-09,0
782,"gompertz",35,"Hours","Absorbance (600nm) continuous","Flavobacterium","10% LB broth",2,"Smith_et_al",0.0035533661443491,2.44651929024262,2869.27240150637,0,0,0,0,0
783,"gompertz",35,"Hours","Absorbance (600nm) continuous","Flavobacterium","10% LB broth",3,"Smith_et_al",0.0288690931887445,2.83000770723509,238.213992535637,0,4.70244650740243e-21,4.58338440335245e-21,1.41250236803582e-19,0
784,"gompertz",35,"Hours","Absorbance (600nm) continuous","Flavobacterium","10% LB broth",4,"Smith_et_al",0.088615917991917,3.48131995971343,159.951269814244,0,4.04219862385458e-92,4.02208765626654e-92,7.31181823763281e-90,0
785,"baranyi",35,"Hours","Absorbance (600nm) continuous","Pseudomonas(1)","10% LB broth",1,"Smith_et_al",2.62657324876198,0,7.24901131460618,0,1.10218927863785e-09,0,6.02730378094212e-10,0
786,"baranyi",35,"Hours","Absorbance (600nm) continuous","Pseudomonas(1)","10% LB broth",2,"Smith_et_al",2.54621484629126,0,7.23390444959339,0,1.86959484354273e-09,0,2.71197554154569e-09,0
787,"baranyi",35,"Hours","Absorbance (600nm) continuous","Pseudomonas(1)","10% LB broth",3,"Smith_et_al",2.66949359938505,0,9.02670441071066,0,2.55178686761053e-09,0,1.11312590658396e-09,0
788,"baranyi",35,"Hours","Absorbance (600nm) continuous","Pseudomonas(1)","10% LB broth",4,"Smith_et_al",2.95242400865061,0,8.0802416607061,0,2.55482190327641e-09,0,1.94696909367824e-09,0
789,"baranyi",35,"Hours","Absorbance (600nm) continuous","Rahnella","10% LB broth",1,"Smith_et_al",2.83241371463015,0,8.07188287411723,0,1.82359778418075e-09,0,1.15958935577156e-09,0
790,"baranyi",35,"Hours","Absorbance (600nm) continuous","Rahnella","10% LB broth",2,"Smith_et_al",4.06512365152226,0,9.07123881434895,0,4.426928868351e-09,0,1.30361812535391e-09,0
791,"gompertz",35,"Hours","Absorbance (600nm) continuous","Rahnella","10% LB broth",3,"Smith_et_al",0.0177224142957234,1.28881257793056,284.937892781378,0,5.92491340020494e-97,5.89709810865908e-97,1.08118765060736e-94,0
792,"gompertz",35,"Hours","Absorbance (600nm) continuous","Rahnella","10% LB broth",4,"Smith_et_al",9.46533343243384e-05,1.76402653169284,79689.9688493565,0,0,0,0,0
793,"baranyi",35,"Hours","Absorbance (600nm) continuous","Raoultella(1)","10% LB broth",1,"Smith_et_al",4.12725081473015,0,3.64874363367412,0,1.05290259909013e-09,0,1.51667178344575e-09,0
794,"gompertz",35,"Hours","Absorbance (600nm) continuous","Raoultella(1)","10% LB broth",2,"Smith_et_al",0.0176775729262759,2.58469995250517,403.415690702009,0,2.38654527741722e-31,2.34809200761832e-31,1.14966536444899e-29,0
